id,shop_id,search_term_id,product_name,price,monthly_sales,monthly_revenue,growth_rate,total_sales,reviews,listing_age_months,category,subcategory,manufacturing_method,complexity,estimated_cogs,estimated_margin,production_time_minutes,created_at
167,24,44,Personalized serving board for couple or family gift,57.5,617,35478.0,62,1745,377,11,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
168,33,45,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,121.61,250,30403.0,13,18124,3935,100,,,Wood,Medium,,,,2026-01-02 14:38:16
169,48,20,Handmade live edge bathroom vanity modern wood vanity cabinet,4088.0,11,44968.0,0,9,1,4,,,Wood,Medium,,,,2026-01-02 14:38:16
170,17,46,Round Live Edge Resin Coffee Table Walnut Side Table,158.66,148,23482.0,75,548,157,20,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
171,18,47,ANIME Night Lamp Epoxy lamp handmade from wood and resin,137.25,199,27313.0,67,984,201,21,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
172,17,47,Hollow Knight Resin Lamp: Anime Night Light,158.66,148,23482.0,75,548,157,20,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
173,15,46,"Custom Epoxy Table, Rustic Dining Table",2750.0,19,52250.0,0,19,3,2,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
174,7,48,Christmas Gift Custom Wood Cable Management Box,63.0,60,3780.0,400,221,33,7,,,Wood,Medium,,,,2026-01-02 14:38:16
175,30,49,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",79.99,398,40236.0,69,2489,417,12,,,Wood,Medium,,,,2026-01-02 14:38:16
176,54,50,Personalized Walnut Wood Valet Tray: Anniversary Gift for Him,30.0,76,3320.0,300,1393,270,55,,,Wood,Medium,,,,2026-01-02 14:38:16
177,25,44,Custom Engraved Wooden Jewelry Box with Drawers,134.58,168,22609.0,30,2580,341,25,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
178,27,43,Personalized PS5 and Xbox Controller and Headphone Stand,94.03,70,7797.0,300,215,48,6,,,Wood,Medium,,,,2026-01-02 14:38:16
179,55,51,Hardwood MagSafe Charging Stand: Solid Walnut or Oak iPhone Dock,102.89,12,1235.0,100,370,101,40,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
180,56,51,3-in-1 Mag-Safe Wireless Charger: Black Walnut Wood & Aluminum,89.0,11,979.0,200,42,8,6,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
181,57,52,Custom drawer organizer for spices configured to fit your drawer,85.0,18,1530.0,200,181,39,35,,,Wood,Medium,,,,2026-01-02 14:38:16
182,43,21,Wide Wood Watch Box (D5) - Custom Walnut 5 Slot Display Case,230.0,40,9200.0,0,47,12,18,,,Wood,Medium,,,,2026-01-02 14:38:16
183,49,20,"Handmade Walnut Wood Framed Mirror, Asymmetric Organic Mirror",209.0,18,11091.0,0,305,65,16,,,Wood,Medium,,,,2026-01-02 14:38:16
184,34,45,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,159.97,101,19173.0,75,1519,222,21,,,Wood,Medium,,,,2026-01-02 14:38:16
185,42,50,Engraved Wood Watch Box Personalized Men's Valet Tray Acacia 5 Watch Organizer,149.99,18,2720.0,100,113,16,38,,,Wood,Medium,,,,2026-01-02 14:38:16
186,16,46,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",1488.0,18,26784.0,0,26,6,5,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
187,58,53,Handmade Teak Wooden Dish Drying Rack: Over Sink Organizer,438.08,6,2628.0,100,6,3,4,,,Wood,Medium,,,,2026-01-02 14:38:16
188,31,49,"Personalized Serving Board for Couple, Marble Wood Cheese Board",59.95,117,22571.0,25,2406,499,17,,,Wood,Medium,,,,2026-01-02 14:38:16
189,59,54,Side-by-Side Floor Display – Modular Wood Pegboard Rack with Shelves & Pegs,540.0,1,540.0,0,2,1,7,,,Wood,Medium,,,,2026-01-02 14:38:16
190,35,45,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",56.95,321,18281.0,78,30416,8323,53,,,Wood,Medium,,,,2026-01-02 14:38:16
191,60,55,Handmade Wooden Hanging Bird Feeder for Garden – Personalized Memorial Gift,62.29,20,1246.0,100,142,21,8,,,Wood,Medium,,,,2026-01-02 14:38:16
192,61,55,"Birdhouse, Rustic Birdhouse, Fairy Cottage Birdhouse",25.0,39,975.0,200,888,241,22,,,Wood,Medium,,,,2026-01-02 14:38:16
193,42,21,Solid Wood Watch Box for Men with 10 Compartments and Cushions,159.0,35,6345.0,50,416,81,31,,,Wood,Medium,,,,2026-01-02 14:38:16
194,7,56,Christmas Gift Custom Wood Cable Management Box,63.0,60,3780.0,400,221,33,7,,,3D Printed,Medium,,,,2026-01-02 14:38:16
195,4,57,Workbench Toolbox Pen Holder – Tool Box Organizer for Desk,29.99,316,9477.0,350,1784,307,9,,,3D Printed,Medium,,,,2026-01-02 14:38:16
196,62,52,Custom Maple Spice Drawer Organizer| Modular Kitchen Spice Rack Insert Trays,28.56,70,1999.0,100,3132,666,77,,,Wood,Medium,,,,2026-01-02 14:38:16
197,8,48,Wood Cable Management Box | Cable Organizer Box,120.0,22,2640.0,100,23,9,3,,,Wood,Medium,,,,2026-01-02 14:38:16
198,63,53,Olive Wood Utensil Set with Holder: 5 Handmade Essential Utensils,108.55,28,3274.0,100,700,177,72,,,Wood,Medium,,,,2026-01-02 14:38:16
199,64,51,"MagSafe Phone Stand, Wood iPhone Charging Dock",89.0,13,1157.0,100,117,49,19,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
200,65,58,Handmade Reclaimed Wood Standing Desk: Industrial Hairpin Legs,398.25,5,1991.0,100,9,2,30,,,Wood,Medium,,,,2026-01-02 14:38:16
201,66,59,Wooden Wireless Induction Charger. Qi Charging Station Pad 15 W,54.74,9,493.0,100,37,7,39,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
202,32,49,Personalized Marble Wood Cutting Board with Coaster,57.42,263,15101.0,44,2269,414,14,,,Wood,Medium,,,,2026-01-02 14:38:16
203,19,47,TOTK Resin Wood Night Light Christmas Gift for Game fans,96.32,192,18493.0,57,1820,379,18,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
204,50,20,"Solid wood oak coat hooks, Wall coat rack with shelf entryway",135.0,57,7695.0,0,1561,287,50,,,Wood,Medium,,,,2026-01-02 14:38:16
205,67,54,Handmade Walnut Pegboard Shelf / Hanging Organizer / Wooden Floating Shelf,160.0,6,960.0,0,18,4,20,,,Wood,Medium,,,,2026-01-02 14:38:16
206,68,58,Custom Solid Wood Desk Shelf Monitor Stand with drawer storage,642.38,6,3854.0,0,4,1,18,,,Wood,Medium,,,,2026-01-02 14:38:16
207,28,43,Controller & Headphone Stand: Christmas Gifts For Him,99.9,77,7692.0,150,186,42,26,,,Wood,Medium,,,,2026-01-02 14:38:16
208,52,23,Minimalist Pet Urn | Memorial Box | Walnut Wood,119.0,42,4998.0,100,340,65,10,,,Wood,Medium,,,,2026-01-02 14:38:16
209,29,48,"Hardwood Cable Hiding Shelf: AV Box, Cord Management",197.95,7,1386.0,100,86,47,22,,,Wood,Medium,,,,2026-01-02 14:38:16
210,69,60,Mountain Landscape Desk Mat: Rustic Nature-Inspired Mouse Pad,34.0,4,136.0,100,19,8,11,,,Wood,Medium,,,,2026-01-02 14:38:16
211,70,50,Custom Engraved Leather and Wood Desk Tray Organizer,18.67,102,1904.0,50,266,43,9,,,Wood,Medium,,,,2026-01-02 14:38:16
212,20,61,Custom CNC Carved Wood Sign: Unpainted Letter,39.0,62,2418.0,75,3676,830,54,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
213,8,56,Wood Cable Management Box | Cable Organizer Box,120.0,22,2640.0,100,23,9,3,,,3D Printed,Medium,,,,2026-01-02 14:38:16
214,22,61,"Rustic American Flag, Wooden American Flag",110.0,7,770.0,0,1395,386,69,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
215,71,62,Handmade Custom Heavy Duty Rectangular Raised Indoor/Outdoor Cedar Wood Garden Planter Box,149.0,6,894.0,0,93,17,110,,,Wood,Medium,,,,2026-01-02 14:38:16
216,72,59,Personalized Wood Wireless Charger Qi Tech gifts for men,95.0,5,475.0,0,17,4,56,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
217,73,63,Wood Grain Soap Dispenser Set: Modern Bathroom Vanity,77.12,6,463.0,0,4,1,2,,,Wood,Medium,,,,2026-01-02 14:38:16
218,74,55,"Wood Birdhouse, Bird House, Decorative Birdhouse",34.0,30,1020.0,50,908,235,72,,,Wood,Medium,,,,2026-01-02 14:38:16
219,75,58,Walnut Monitor Stand: Solid Wood Desk Shelf with Steel Legs,199.99,16,3200.0,0,844,234,27,,,Wood,Medium,,,,2026-01-02 14:38:16
220,76,53,"Custom Wooden Utensil Holder, Personalized Rotating Kitchen Utensil Container",17.0,106,1802.0,67,837,167,14,,,Wood,Medium,,,,2026-01-02 14:38:16
221,77,23,"Custom Pet Urns - 3 Sizes Available, Wooden Personalized Pet Urns",45.99,65,2989.0,100,227,61,5,,,Wood,Medium,,,,2026-01-02 14:38:16
222,78,63,Diatomaceous Earth Bottle Tray - Farmhouse Kitchen Soap Dispenser Tray,32.91,5,165.0,0,9,2,6,,,Wood,Medium,,,,2026-01-02 14:38:16
223,79,23,"Simple Personalized Pet Urn, Memorial Box",19.95,138,2753.0,33,4479,1143,38,,,Wood,Medium,,,,2026-01-02 14:38:16
224,80,62,DIY Furniture Woodworking Plans for Beginners: 40 Outdoor-Indoor Projects,49.99,15,750.0,50,1195,114,28,,,Wood,Medium,,,,2026-01-02 14:38:16
225,9,64,Teal Blue Resin River Wood Drink Coasters Set of 4,87.0,13,1131.0,100,22,3,3,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
226,5,57,Millennium Falcon Wireless Mouse: Star Wars Desk Mac/PC,62.77,128,8167.0,0,237,44,10,,,3D Printed,Medium,,,,2026-01-02 14:38:16
227,81,62,Pick 6 Herb Garden - Window Seed Starter Kit -Cedar Wood Indoor Outdoor Planter Box,47.95,21,1007.0,0,1660,261,52,,,Wood,Medium,,,,2026-01-02 14:38:16
228,20,65,CUSTOM CNC carved Natural Pine unpainted Letter routed wood sign,39.0,62,2418.0,75,3676,830,54,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
229,53,24,SET OF TWO Floating Wood Shelves – Premium Rustic Shelving,48.0,93,4464.0,83,1423,440,25,,,Wood,Medium,,,,2026-01-02 14:38:16
230,6,57,RANDOM Packs of Detailed Pocket Pets | 0.8-1.5in | 3D Printed Mini Fidget Animals,8.75,518,4533.0,50,8211,1671,18,,,3D Printed,Medium,,,,2026-01-02 14:38:16
231,11,64,"Handcrafted Walnut Wood River Coasters: Live Edge Epoxy Resin, Set of 4",114.83,8,919.0,0,45,11,6,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
232,13,66,"Dried Pressed Flowers and Leaves for Resin, Jewelry DIY",3.78,217,820.0,83,22061,3457,51,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
233,1,67,"Retro iPhone Case: Mainframe UNU, 3D Printed, MagSafe Compatible",55.0,22,1210.0,100,47,8,8,,,3D Printed,Medium,,,,2026-01-02 14:38:16
234,2,67,Personalized Phone Stand Charging Station Desk Organizer,28.5,41,1169.0,200,106,36,4,,,3D Printed,Medium,,,,2026-01-02 14:38:16
235,14,66,Handmade Resin Flower Coaster with Real Pressed Flowers & Gold Foil,18.7,36,673.0,200,169,61,16,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
236,12,66,Pick Any Letter | Hanging Beach Resin Art,100.0,22,2200.0,50,747,240,36,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
237,21,65,Custom CNC Carved Wood Sign: Personalized Text,77.9,14,1913.0,0,335,66,32,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
238,10,64,Resin Coaster Set with Holder Drink Coasters Round Coasters,39.99,24,960.0,0,31,8,5,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
239,3,67,Stickman Phone Tablet Stand – 3D Printed Desk Accessory,8.08,96,776.0,75,174,39,11,,,3D Printed,Medium,,,,2026-01-02 14:38:16
240,51,22,Heavy Duty Desk with Keyboard Tray For Studio Musician Gaming Piano,499.0,12,5988.0,200,150,35,23,,,Wood,Medium,,,,2026-01-02 14:38:16
241,26,43,Personalized Gaming Controller and Headphone Stand,61.99,227,14072.0,500,1861,277,13,,,Wood,Medium,,,,2026-01-02 14:38:16
242,23,44,"Personalized Serving Board for Couple, Marble Wood Cheese Board",129.18,1158,149590.0,92,2922,574,11,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
243,42,21,Personalized 8 Slot Wooden Watch Box Acrylic Lid Detachable Stands,349.99,43,16920.0,200,81,10,2,,,Wood,Medium,,,,2026-01-02 14:38:16
244,24,44,Personalized serving board for couple or family gift,57.5,617,35478.0,62,1745,377,11,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
245,33,45,Nursery Name Sign | Nursery Decor | Wooden Name Cutout,121.61,250,30403.0,13,18124,3935,100,,,Wood,Medium,,,,2026-01-02 14:38:16
246,48,20,Handmade live edge bathroom vanity modern wood vanity cabinet,4088.0,11,44968.0,0,9,1,4,,,Wood,Medium,,,,2026-01-02 14:38:16
247,17,46,Round Live Edge Resin Coffee Table Walnut Side Table,158.66,148,23482.0,75,548,157,20,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
248,18,47,ANIME Night Lamp Epoxy lamp handmade from wood and resin,137.25,199,27313.0,67,984,201,21,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
249,17,47,Hollow Knight Resin Lamp: Anime Night Light,158.66,148,23482.0,75,548,157,20,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
250,15,46,"Custom Epoxy Table, Rustic Dining Table",2750.0,19,52250.0,0,19,3,2,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
251,7,48,Christmas Gift Custom Wood Cable Management Box,63.0,60,3780.0,400,221,33,7,,,Wood,Medium,,,,2026-01-02 14:38:16
252,30,49,"Personalized Glass Charcuterie Board, Epoxy River Resin Cutting Board",79.99,398,40236.0,69,2489,417,12,,,Wood,Medium,,,,2026-01-02 14:38:16
253,54,50,Personalized Walnut Wood Valet Tray: Anniversary Gift for Him,30.0,76,3320.0,300,1393,270,55,,,Wood,Medium,,,,2026-01-02 14:38:16
254,25,44,Custom Engraved Wooden Jewelry Box with Drawers,134.58,168,22609.0,30,2580,341,25,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
255,27,43,Personalized PS5 and Xbox Controller and Headphone Stand,94.03,70,7797.0,300,215,48,6,,,Wood,Medium,,,,2026-01-02 14:38:16
256,55,51,Hardwood MagSafe Charging Stand: Solid Walnut or Oak iPhone Dock,102.89,12,1235.0,100,370,101,40,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
257,56,51,3-in-1 Mag-Safe Wireless Charger: Black Walnut Wood & Aluminum,89.0,11,979.0,200,42,8,6,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
258,57,52,Custom drawer organizer for spices configured to fit your drawer,85.0,18,1530.0,200,181,39,35,,,Wood,Medium,,,,2026-01-02 14:38:16
259,43,21,Wide Wood Watch Box (D5) - Custom Walnut 5 Slot Display Case,230.0,40,9200.0,0,47,12,18,,,Wood,Medium,,,,2026-01-02 14:38:16
260,49,20,"Handmade Walnut Wood Framed Mirror, Asymmetric Organic Mirror",209.0,18,11091.0,0,305,65,16,,,Wood,Medium,,,,2026-01-02 14:38:16
261,34,45,Custom Wooden Growth Chart for Kids - Personalized Height Measuring Stick,159.97,101,19173.0,75,1519,222,21,,,Wood,Medium,,,,2026-01-02 14:38:16
262,42,50,Engraved Wood Watch Box Personalized Men's Valet Tray Acacia 5 Watch Organizer,149.99,18,2720.0,100,113,16,38,,,Wood,Medium,,,,2026-01-02 14:38:16
263,16,46,"Custom Ocean Epoxy Resin Table, Live Edge Wood Dining Table",1488.0,18,26784.0,0,26,6,5,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
264,58,53,Handmade Teak Wooden Dish Drying Rack: Over Sink Organizer,438.08,6,2628.0,100,6,3,4,,,Wood,Medium,,,,2026-01-02 14:38:16
265,31,49,"Personalized Serving Board for Couple, Marble Wood Cheese Board",59.95,117,22571.0,25,2406,499,17,,,Wood,Medium,,,,2026-01-02 14:38:16
266,59,54,Side-by-Side Floor Display – Modular Wood Pegboard Rack with Shelves & Pegs,540.0,1,540.0,0,2,1,7,,,Wood,Medium,,,,2026-01-02 14:38:16
267,35,45,"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style",56.95,321,18281.0,78,30416,8323,53,,,Wood,Medium,,,,2026-01-02 14:38:16
268,60,55,Handmade Wooden Hanging Bird Feeder for Garden – Personalized Memorial Gift,62.29,20,1246.0,100,142,21,8,,,Wood,Medium,,,,2026-01-02 14:38:16
269,61,55,"Birdhouse, Rustic Birdhouse, Fairy Cottage Birdhouse",25.0,39,975.0,200,888,241,22,,,Wood,Medium,,,,2026-01-02 14:38:16
270,42,21,Solid Wood Watch Box for Men with 10 Compartments and Cushions,159.0,35,6345.0,50,416,81,31,,,Wood,Medium,,,,2026-01-02 14:38:16
271,7,56,Christmas Gift Custom Wood Cable Management Box,63.0,60,3780.0,400,221,33,7,,,3D Printed,Medium,,,,2026-01-02 14:38:16
272,4,57,Workbench Toolbox Pen Holder – Tool Box Organizer for Desk,29.99,316,9477.0,350,1784,307,9,,,3D Printed,Medium,,,,2026-01-02 14:38:16
273,62,52,Custom Maple Spice Drawer Organizer| Modular Kitchen Spice Rack Insert Trays,28.56,70,1999.0,100,3132,666,77,,,Wood,Medium,,,,2026-01-02 14:38:16
274,8,48,Wood Cable Management Box | Cable Organizer Box,120.0,22,2640.0,100,23,9,3,,,Wood,Medium,,,,2026-01-02 14:38:16
275,63,53,Olive Wood Utensil Set with Holder: 5 Handmade Essential Utensils,108.55,28,3274.0,100,700,177,72,,,Wood,Medium,,,,2026-01-02 14:38:16
276,64,51,"MagSafe Phone Stand, Wood iPhone Charging Dock",89.0,13,1157.0,100,117,49,19,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
277,65,58,Handmade Reclaimed Wood Standing Desk: Industrial Hairpin Legs,398.25,5,1991.0,100,9,2,30,,,Wood,Medium,,,,2026-01-02 14:38:16
278,66,59,Wooden Wireless Induction Charger. Qi Charging Station Pad 15 W,54.74,9,493.0,100,37,7,39,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
279,32,49,Personalized Marble Wood Cutting Board with Coaster,57.42,263,15101.0,44,2269,414,14,,,Wood,Medium,,,,2026-01-02 14:38:16
280,19,47,TOTK Resin Wood Night Light Christmas Gift for Game fans,96.32,192,18493.0,57,1820,379,18,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
281,50,20,"Solid wood oak coat hooks, Wall coat rack with shelf entryway",135.0,57,7695.0,0,1561,287,50,,,Wood,Medium,,,,2026-01-02 14:38:16
282,67,54,Handmade Walnut Pegboard Shelf / Hanging Organizer / Wooden Floating Shelf,160.0,6,960.0,0,18,4,20,,,Wood,Medium,,,,2026-01-02 14:38:16
283,68,58,Custom Solid Wood Desk Shelf Monitor Stand with drawer storage,642.38,6,3854.0,0,4,1,18,,,Wood,Medium,,,,2026-01-02 14:38:16
284,28,43,Controller & Headphone Stand: Christmas Gifts For Him,99.9,77,7692.0,150,186,42,26,,,Wood,Medium,,,,2026-01-02 14:38:16
285,52,23,Minimalist Pet Urn | Memorial Box | Walnut Wood,119.0,42,4998.0,100,340,65,10,,,Wood,Medium,,,,2026-01-02 14:38:16
286,29,48,"Hardwood Cable Hiding Shelf: AV Box, Cord Management",197.95,7,1386.0,100,86,47,22,,,Wood,Medium,,,,2026-01-02 14:38:16
287,69,60,Mountain Landscape Desk Mat: Rustic Nature-Inspired Mouse Pad,34.0,4,136.0,100,19,8,11,,,Wood,Medium,,,,2026-01-02 14:38:16
288,70,50,Custom Engraved Leather and Wood Desk Tray Organizer,18.67,102,1904.0,50,266,43,9,,,Wood,Medium,,,,2026-01-02 14:38:16
289,20,61,Custom CNC Carved Wood Sign: Unpainted Letter,39.0,62,2418.0,75,3676,830,54,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
290,8,56,Wood Cable Management Box | Cable Organizer Box,120.0,22,2640.0,100,23,9,3,,,3D Printed,Medium,,,,2026-01-02 14:38:16
291,22,61,"Rustic American Flag, Wooden American Flag",110.0,7,770.0,0,1395,386,69,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
292,71,62,Handmade Custom Heavy Duty Rectangular Raised Indoor/Outdoor Cedar Wood Garden Planter Box,149.0,6,894.0,0,93,17,110,,,Wood,Medium,,,,2026-01-02 14:38:16
293,72,59,Personalized Wood Wireless Charger Qi Tech gifts for men,95.0,5,475.0,0,17,4,56,,,Wood + Electronics,Medium,,,,2026-01-02 14:38:16
294,73,63,Wood Grain Soap Dispenser Set: Modern Bathroom Vanity,77.12,6,463.0,0,4,1,2,,,Wood,Medium,,,,2026-01-02 14:38:16
295,74,55,"Wood Birdhouse, Bird House, Decorative Birdhouse",34.0,30,1020.0,50,908,235,72,,,Wood,Medium,,,,2026-01-02 14:38:16
296,75,58,Walnut Monitor Stand: Solid Wood Desk Shelf with Steel Legs,199.99,16,3200.0,0,844,234,27,,,Wood,Medium,,,,2026-01-02 14:38:16
297,76,53,"Custom Wooden Utensil Holder, Personalized Rotating Kitchen Utensil Container",17.0,106,1802.0,67,837,167,14,,,Wood,Medium,,,,2026-01-02 14:38:16
298,77,23,"Custom Pet Urns - 3 Sizes Available, Wooden Personalized Pet Urns",45.99,65,2989.0,100,227,61,5,,,Wood,Medium,,,,2026-01-02 14:38:16
299,78,63,Diatomaceous Earth Bottle Tray - Farmhouse Kitchen Soap Dispenser Tray,32.91,5,165.0,0,9,2,6,,,Wood,Medium,,,,2026-01-02 14:38:16
300,79,23,"Simple Personalized Pet Urn, Memorial Box",19.95,138,2753.0,33,4479,1143,38,,,Wood,Medium,,,,2026-01-02 14:38:16
301,80,62,DIY Furniture Woodworking Plans for Beginners: 40 Outdoor-Indoor Projects,49.99,15,750.0,50,1195,114,28,,,Wood,Medium,,,,2026-01-02 14:38:16
302,9,64,Teal Blue Resin River Wood Drink Coasters Set of 4,87.0,13,1131.0,100,22,3,3,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
303,5,57,Millennium Falcon Wireless Mouse: Star Wars Desk Mac/PC,62.77,128,8167.0,0,237,44,10,,,3D Printed,Medium,,,,2026-01-02 14:38:16
304,81,62,Pick 6 Herb Garden - Window Seed Starter Kit -Cedar Wood Indoor Outdoor Planter Box,47.95,21,1007.0,0,1660,261,52,,,Wood,Medium,,,,2026-01-02 14:38:16
305,20,65,CUSTOM CNC carved Natural Pine unpainted Letter routed wood sign,39.0,62,2418.0,75,3676,830,54,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
306,53,24,SET OF TWO Floating Wood Shelves – Premium Rustic Shelving,48.0,93,4464.0,83,1423,440,25,,,Wood,Medium,,,,2026-01-02 14:38:16
307,6,57,RANDOM Packs of Detailed Pocket Pets | 0.8-1.5in | 3D Printed Mini Fidget Animals,8.75,518,4533.0,50,8211,1671,18,,,3D Printed,Medium,,,,2026-01-02 14:38:16
308,11,64,"Handcrafted Walnut Wood River Coasters: Live Edge Epoxy Resin, Set of 4",114.83,8,919.0,0,45,11,6,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
309,13,66,"Dried Pressed Flowers and Leaves for Resin, Jewelry DIY",3.78,217,820.0,83,22061,3457,51,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
310,1,67,"Retro iPhone Case: Mainframe UNU, 3D Printed, MagSafe Compatible",55.0,22,1210.0,100,47,8,8,,,3D Printed,Medium,,,,2026-01-02 14:38:16
311,2,67,Personalized Phone Stand Charging Station Desk Organizer,28.5,41,1169.0,200,106,36,4,,,3D Printed,Medium,,,,2026-01-02 14:38:16
312,14,66,Handmade Resin Flower Coaster with Real Pressed Flowers & Gold Foil,18.7,36,673.0,200,169,61,16,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
313,12,66,Pick Any Letter | Hanging Beach Resin Art,100.0,22,2200.0,50,747,240,36,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
314,21,65,Custom CNC Carved Wood Sign: Personalized Text,77.9,14,1913.0,0,335,66,32,,,CNC/Laser,Medium,,,,2026-01-02 14:38:16
315,10,64,Resin Coaster Set with Holder Drink Coasters Round Coasters,39.99,24,960.0,0,31,8,5,,,Resin/Epoxy,Medium,,,,2026-01-02 14:38:16
316,3,67,Stickman Phone Tablet Stand – 3D Printed Desk Accessory,8.08,96,776.0,75,174,39,11,,,3D Printed,Medium,,,,2026-01-02 14:38:16
